"feature","num_methods_outof4_feature_important_AD","num_methods_outof4_feature_important_PD","num_methods_outof4_feature_important_Dementia","num_methods_outof12_finding_feature_important","PheCode","Phenotype"
"Macroglobulinemia",0,0,0,0,270.35,"Macroglobulinemia"
"Macular.degeneration..dry",0,0,0,0,362.21,"Macular degeneration, dry"
"Macular.degeneration..senile..of.retina.NOS",0,0,1,1,362.29,"Macular degeneration (senile) of retina NOS"
"Macular.degeneration..wet",0,0,1,1,362.22,"Macular degeneration, wet"
"Macular.puckering.of.retina",0,0,0,0,362.26,"Macular puckering of retina"
"Major.depressive.disorder",3,4,1,8,296.22,"Major depressive disorder"
"Major.puerperal.infection",0,0,0,0,647.3,"Major puerperal infection"
"Malaise.and.fatigue",2,4,4,10,798,"Malaise and fatigue"
"Male",4,4,4,12,NA,NA
"Male.infertility.and.abnormal.spermatozoa",0,0,0,0,609,"Male infertility and abnormal spermatozoa"
"Malignant.neoplasm..other",3,1,4,8,195.1,"Malignant neoplasm, other"
"Malignant.neoplasm.of.bladder",0,1,0,1,189.21,"Malignant neoplasm of bladder"
"Malignant.neoplasm.of.female.breast",1,3,4,8,174.11,"Malignant neoplasm of female breast"
"Malignant.neoplasm.of.gallbladder.and.extrahepatic.bile.ducts",0,0,0,0,159.3,"Malignant neoplasm of gallbladder and extrahepatic bile ducts"
"Malignant.neoplasm.of.head..face..and.neck",0,0,0,0,195.3,"Malignant neoplasm of head, face, and neck"
"Malignant.neoplasm.of.kidney..except.pelvis",2,0,1,3,189.11,"Malignant neoplasm of kidney, except pelvis"
"Malignant.neoplasm.of.liver..primary",1,0,0,1,155.1,"Malignant neoplasm of liver, primary"
"Malignant.neoplasm.of.other.and.ill.defined.sites.within.the.digestive.organs.and.peritoneum",0,0,0,0,159,"Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum"
"Malignant.neoplasm.of.other.urinary.organs",0,0,0,0,189.4,"Malignant neoplasm of other urinary organs"
"Malignant.neoplasm.of.ovary",0,0,0,0,184.11,"Malignant neoplasm of ovary"
"Malignant.neoplasm.of.ovary.and.other.uterine.adnexa",0,0,0,0,184.1,"Malignant neoplasm of ovary and other uterine adnexa"
"Malignant.neoplasm.of.rectum..rectosigmoid.junction..and.anus",0,0,0,0,153.3,"Malignant neoplasm of rectum, rectosigmoid junction, and anus"
"Malignant.neoplasm.of.renal.pelvis",0,0,0,0,189.12,"Malignant neoplasm of renal pelvis"
"Malignant.neoplasm.of.retroperitoneum.and.peritoneum",0,0,0,0,159.4,"Malignant neoplasm of retroperitoneum and peritoneum"
"Malignant.neoplasm.of.small.intestine..including.duodenum",0,0,0,0,159.2,"Malignant neoplasm of small intestine, including duodenum"
"Malignant.neoplasm.of.testis",2,0,0,2,187.2,"Malignant neoplasm of testis"
"Malignant.neoplasm.of.unspecified.male.genital.organ",0,0,0,0,187.1,"Malignant neoplasm of unspecified male genital organ"
"Malignant.neoplasm.of.uterus",0,1,0,1,182,"Malignant neoplasm of uterus"
"Malposition.and.malpresentation.of.fetus.or.obstruction",0,0,0,0,652,"Malposition and malpresentation of fetus or obstruction"
"Malunion.and.nonunion.of.fracture",0,0,0,0,733.8,"Malunion and nonunion of fracture"
"Mammographic.microcalcification",0,0,0,0,611.11,"Mammographic microcalcification"
"Manlignant.and.unknown.neoplasms.of.brain.and.nervous.system",1,0,0,1,191,"Manlignant and unknown neoplasms of brain and nervous system"
"Mastodynia",0,1,1,2,613.5,"Mastodynia"
"Mastoiditis...related.conditions",0,0,1,1,381.3,"Mastoiditis & related conditions"
"Maternal.complication.of.pregnancy.affecting.fetus.or.newborn",0,0,0,0,658,"Maternal complication of pregnancy affecting fetus or newborn"
"Mechanical.complication.of.unspecified.genitourinary.device..implant..and.graft",0,0,1,1,857,"Mechanical complication of unspecified genitourinary device, implant, and graft"
"Medulloadrenal.hyperfunction",0,0,0,0,255.13,"Medulloadrenal hyperfunction"
"Megaloblastic.anemia",1,0,0,1,281.1,"Megaloblastic anemia"
"Melanomas.of.skin",1,4,2,7,172.11,"Melanomas of skin"
"Memory.loss",4,4,3,11,292.3,"Memory loss"
"Meniere.s.disease",0,2,0,2,386.1,"Meniere's disease"
"Meningitis",0,0,0,0,320,"Meningitis"
"Menopausal.and.postmenopausal.disorders",0,0,0,0,627,"Menopausal and postmenopausal disorders"
"Mental.disorders.durring.after.pregnancy",0,1,0,1,306.1,"Mental disorders durring/after pregnancy"
"Mental.retardation",1,0,0,1,315.3,"Mental retardation"
"Methicillin.resistant.Staphylococcus.aureus",0,0,1,1,41.12,"Methicillin resistant Staphylococcus aureus"
"Methicillin.sensitive.Staphylococcus.aureus",0,0,1,1,41.11,"Methicillin sensitive Staphylococcus aureus"
"Microscopic.hematuria",1,0,1,2,593.2,"Microscopic hematuria"
"Migrain.with.aura",0,0,0,0,340.1,"Migrain with aura"
"Migraine",1,0,1,2,340,"Migraine"
"Mild.cognitive.impairment",4,4,4,12,292.2,"Mild cognitive impairment"
"Mineral.deficiency.NEC",0,0,1,1,262,"Mineral deficiency NEC"
"Mineralocorticoid.deficiency",0,0,0,0,255.22,"Mineralocorticoid deficiency"
"Miscarriage..stillbirth",0,0,0,0,634,"Miscarriage; stillbirth"
"Missed.abortion.Hydatidiform.mole",0,0,0,0,634.1,"Missed abortion/Hydatidiform mole"
"Mitral.valve.disease",4,2,4,10,394.2,"Mitral valve disease"
"Mitral.valve.stenosis.and.aortic.valve.stenosis",1,2,2,5,394.1,"Mitral valve stenosis and aortic valve stenosis"
"Mixed.hyperlipidemia",3,4,4,11,272.13,"Mixed hyperlipidemia"
"Mobitz.II.AV.block",0,0,1,1,426.22,"Mobitz II AV block"
"Monocytic.leukemia",0,0,0,0,204.3,"Monocytic leukemia"
"Mood.disorders",4,4,1,9,296,"Mood disorders"
"Morbid.obesity",3,1,3,7,278.11,"Morbid obesity"
"Moyamoya.disease",0,0,0,0,433.32,"Moyamoya disease"
"MRSA.pneumonia",0,0,1,1,480.13,"MRSA pneumonia"
"Mucous.polyp.of.cervix",0,0,0,0,622.2,"Mucous polyp of cervix"
"Multiple.gestation",0,0,0,0,651,"Multiple gestation"
"Multiple.myeloma",0,0,1,1,204.4,"Multiple myeloma"
"Multiple.sclerosis",3,1,0,4,335,"Multiple sclerosis"
"Muscle.tendon.sprain",0,0,0,0,840.1,"Muscle/tendon sprain"
"Muscle.weakness",1,0,4,5,772.3,"Muscle weakness"
"Muscular.calcification.and.ossification",0,0,0,0,728.1,"Muscular calcification and ossification"
"Muscular.dystrophies",0,0,0,0,359.1,"Muscular dystrophies"
"Muscular.dystrophies.and.other.myopathies",0,0,0,0,359,"Muscular dystrophies and other myopathies"
"Muscular.wasting.and.disuse.atrophy",3,2,1,6,772.1,"Muscular wasting and disuse atrophy"
"Musculoskeletal.symptoms.referable.to.limbs",4,1,3,8,771,"Musculoskeletal symptoms referable to limbs"
"Myalgia.and.myositis.unspecified",1,2,2,5,770,"Myalgia and myositis unspecified"
"Myasthenia.gravis",0,0,0,0,358.1,"Myasthenia gravis"
"Mycoses",1,1,0,2,117,"Mycoses"
"Myelofibrosis",0,0,0,0,289.1,"Myelofibrosis"
"Myeloid.leukemia",0,0,0,0,204.2,"Myeloid leukemia"
"Myeloid.leukemia..acute",0,0,0,0,204.21,"Myeloid leukemia, acute"
"Myeloid.leukemia..chronic",0,0,0,0,204.22,"Myeloid leukemia, chronic"
"Myeloproliferative.disease",3,3,0,6,200,"Myeloproliferative disease"
"Myocardial.infarction",4,2,4,10,411.2,"Myocardial infarction"
"Myocarditis",0,0,0,0,420.1,"Myocarditis"
"Myoclonus",1,0,0,1,333.2,"Myoclonus"
"Myoneural.disorders",0,0,0,0,358,"Myoneural disorders"
"Myopathy",1,0,0,1,359.2,"Myopathy"
"Myopia",2,1,0,3,367.1,"Myopia"
"Myringitis",0,0,0,0,384.1,"Myringitis"
"Nasal.polyps",0,0,0,0,471,"Nasal polyps"
"Nausea.and.vomiting",3,4,4,11,789,"Nausea and vomiting"
"Neoplasm.of.uncertain.behavior",3,1,1,5,199,"Neoplasm of uncertain behavior"
"Neoplasm.of.uncertain.behavior.of.breast",0,0,0,0,174.3,"Neoplasm of uncertain behavior of breast"
"Neoplasm.of.uncertain.behavior.of.male.genital.organs",0,0,0,0,187.8,"Neoplasm of uncertain behavior of male genital organs"
"Neoplasm.of.uncertain.behavior.of.skin",1,4,2,7,173,"Neoplasm of uncertain behavior of skin"
"Neoplasm.of.unspecified.nature.of.digestive.system",0,0,0,0,158,"Neoplasm of unspecified nature of digestive system"
"Nephritis..nephrosis..renal.sclerosis",0,0,0,0,580,"Nephritis; nephrosis; renal sclerosis"
"Nephritis.and.nephropathy.in.diseases.classified.elsewhere",1,1,4,6,580.31,"Nephritis and nephropathy in diseases classified elsewhere"
"Nephritis.and.nephropathy.with.pathological.lesion",0,0,1,1,580.32,"Nephritis and nephropathy with pathological lesion"
"Nephritis.and.nephropathy.without.mention.of.glomerulonephritis",0,0,0,0,580.3,"Nephritis and nephropathy without mention of glomerulonephritis"
"Nephrotic.syndrome.without.mention.of.glomerulonephritis",0,0,0,0,580.2,"Nephrotic syndrome without mention of glomerulonephritis"
"Nerve.plexus.lesions",0,0,0,0,353.1,"Nerve plexus lesions"
"Nerve.root.and.plexus.disorders",1,0,0,1,353,"Nerve root and plexus disorders"
"Nerve.root.lesions",0,0,0,0,353.2,"Nerve root lesions"
"Nervous.system.congenital.anomalies",0,0,0,0,752,"Nervous system congenital anomalies"
"Neural.tube.defects",0,0,0,0,752.1,"Neural tube defects"
"Neuralgia..neuritis..and.radiculitis.NOS",2,2,1,5,766,"Neuralgia, neuritis, and radiculitis NOS"
"Neuroendocrine.tumors",0,0,0,0,209,"Neuroendocrine tumors"
"Neurofibromatosis",0,0,0,0,199.4,"Neurofibromatosis"
"Neurological.disorders",0,0,1,1,292,"Neurological disorders"
"Neutropenia",2,0,3,5,288.11,"Neutropenia"
"Nevus..non.neoplastic",1,0,1,2,217.1,"Nevus, non-neoplastic"
"Nodular.lymphoma",0,0,0,0,202.21,"Nodular lymphoma"
"Non.autoimmune.hemolytic.anemias",0,0,0,0,283.2,"Non-autoimmune hemolytic anemias"
"Non.healing.surgical.wound",0,0,1,1,875,"Non-healing surgical wound"
"Non.Hodgkins.lymphoma",0,0,1,1,202.2,"Non-Hodgkins lymphoma"
"Non.proliferative.glomerulonephritis",1,0,0,1,580.12,"Non-proliferative glomerulonephritis"
"Nonallopathic.lesions.NEC",1,0,0,1,769,"Nonallopathic lesions NEC"
"Noninfectious.dermatoses.of.eyelid",0,0,0,0,371.33,"Noninfectious dermatoses of eyelid"
"Noninfectious.disorders.of.lymphatic.channels",0,1,0,1,450,"Noninfectious disorders of lymphatic channels"
"Noninfectious.gastroenteritis",1,1,1,3,558,"Noninfectious gastroenteritis"
"Noninflammatory.disorders.of.cervix",0,0,0,0,619.3,"Noninflammatory disorders of cervix"
"Noninflammatory.disorders.of.ovary..fallopian.tube..and.broad.ligament",0,1,0,1,619.1,"Noninflammatory disorders of ovary, fallopian tube, and broad ligament"
"Noninflammatory.disorders.of.vagina",1,2,0,3,619.4,"Noninflammatory disorders of vagina"
"Noninflammatory.disorders.of.vulva.and.perineum",0,0,0,0,619.5,"Noninflammatory disorders of vulva and perineum"
"Noninflammatory.female.genital.disorders",0,0,0,0,619,"Noninflammatory female genital disorders"
"Nonrheumatic.aortic.valve.disorders",3,4,4,11,395.2,"Nonrheumatic aortic valve disorders"
"Nonrheumatic.mitral.valve.disorders",4,3,3,10,395.1,"Nonrheumatic mitral valve disorders"
"Nonrheumatic.pulmonary.valve.disorders",1,1,0,2,395.4,"Nonrheumatic pulmonary valve disorders"
"Nonrheumatic.tricuspid.valve.disorders",1,2,1,4,395.3,"Nonrheumatic tricuspid valve disorders"
"Nonsenile.Cataract",0,0,0,0,366.1,"Nonsenile Cataract"
"Nonspecific.abnormal.findings.in.cerebrospinal.fluid",2,0,0,2,346.3,"Nonspecific abnormal findings in cerebrospinal fluid"
"Nonspecific.abnormal.findings.in.stool.contents",0,1,0,1,579.8,"Nonspecific abnormal findings in stool contents"
"Nonspecific.abnormal.findings.on.radiological.and.other.examination.of.biliary.tract",0,1,2,3,575.9,"Nonspecific abnormal findings on radiological and other examination of biliary tract"
"Nonspecific.abnormal.findings.on.radiological.and.other.examination.of.musculoskeletal.system",3,1,3,7,793,"Nonspecific abnormal findings on radiological and other examination of musculoskeletal system"
"Nonspecific.abnormal.findings.on.radiological.and.other.examination.of.other.intrathoracic.organs..echocardiogram..etc.",4,3,2,9,793.2,"Nonspecific abnormal findings on radiological and other examination of other intrathoracic organs (echocardiogram, etc)"
"Nonspecific.abnormal.findings.on.radiological.and.other.examination.of.skull.and.head",3,4,4,11,346.1,"Nonspecific abnormal findings on radiological and other examination of skull and head"
"Nonspecific.abnormal.results.of.function.study.of.brain.and.central.nervous.system",0,0,0,0,346.2,"Nonspecific abnormal results of function study of brain and central nervous system"
"Nonspecific.abnormal.results.of.other.endocrine.function.study",0,0,0,0,259.1,"Nonspecific abnormal results of other endocrine function study"
"Nonspecific.chest.pain",4,3,4,11,418,"Nonspecific chest pain"
"Nonspecific.findings.on.examination.of.blood",2,1,1,4,790,"Nonspecific findings on examination of blood"
"Nontoxic.multinodular.goiter",2,3,1,6,241.2,"Nontoxic multinodular goiter"
"Nontoxic.nodular.goiter",0,2,0,2,241,"Nontoxic nodular goiter"
"Nontoxic.uninodular.goiter",4,1,4,9,241.1,"Nontoxic uninodular goiter"
"Nontraumatic.compartment.syndrome",0,0,0,0,729.7,"Nontraumatic compartment syndrome"
"Normal.delivery",2,0,0,2,650,"Normal delivery"
"Nutritional.marasmus",0,1,1,2,260.22,"Nutritional marasmus"
"Nystagmus.and.other.irregular.eye.movements",0,0,0,0,378.2,"Nystagmus and other irregular eye movements"
"Obesity",4,4,4,12,278.1,"Obesity"
"Obsessive.compulsive.disorders",0,0,0,0,300.3,"Obsessive-compulsive disorders"
"Obstetrical.birth.trauma",0,0,0,0,665,"Obstetrical/birth trauma"
"Obstruction.of.bile.duct",0,1,0,1,575.2,"Obstruction of bile duct"
"Obstructive.chronic.bronchitis",2,3,2,7,496.21,"Obstructive chronic bronchitis"
"Obstructive.genitourinary.defect",0,0,0,0,751.3,"Obstructive genitourinary defect"
"Obstructive.sleep.apnea",2,3,3,8,327.32,"Obstructive sleep apnea"
"Occlusion.and.stenosis.of.precerebral.arteries",1,2,3,6,433.1,"Occlusion and stenosis of precerebral arteries"
"Occlusion.of.cerebral.arteries",4,4,4,12,433.2,"Occlusion of cerebral arteries"
"Occlusion.of.cerebral.arteries..with.cerebral.infarction",0,1,1,2,433.11,"Occlusion of cerebral arteries, with cerebral infarction"
"Oliguria.and.anuria",0,2,0,2,599.6,"Oliguria and anuria"
"Open.angle.glaucoma",1,1,1,3,365.1,"Open-angle glaucoma"
"Open.wound.of.ear",0,0,0,0,870.2,"Open wound of ear"
"Open.wound.of.finger.s.",0,0,0,0,871.2,"Open wound of finger(s)"
"Open.wound.of.foot.except.toe.s..alone",0,1,1,2,871.3,"Open wound of foot except toe(s) alone"
"Open.wound.of.genital.organs",0,0,0,0,870.8,"Open wound of genital organs"
"Open.wound.of.hand.except.finger.s.",0,0,1,1,871.1,"Open wound of hand except finger(s)"
"Open.wound.of.lip.and.mouth",0,0,1,1,870.5,"Open wound of lip and mouth"
"Open.wound.of.neck",0,0,0,0,870.6,"Open wound of neck"
"Open.wound.of.nose.and.sinus",2,0,1,3,870.4,"Open wound of nose and sinus"
"Open.wound.of.toe.s.",0,0,1,1,871.4,"Open wound of toe(s)"
"Open.wound.or.laceration.of.eye.or.eyelid",0,0,1,1,870.1,"Open wound or laceration of eye or eyelid"
"Open.wounds.of.extremities",2,1,1,4,871,"Open wounds of extremities"
"Open.wounds.of.head..neck..and.trunk",0,3,4,7,870,"Open wounds of head; neck; and trunk"
"Opiates.and.related.narcotics.causing.adverse.effects.in.therapeutic.use",0,0,0,0,965.1,"Opiates and related narcotics causing adverse effects in therapeutic use"
"Optic.atrophy",1,0,1,2,377.1,"Optic atrophy"
"Optic.neuritis.neuropathy",0,0,0,0,377.3,"Optic neuritis/neuropathy"
"Oral.aphthae",0,0,0,0,528.12,"Oral aphthae"
"Orchitis.and.epididymitis",0,1,0,1,601.3,"Orchitis and epididymitis"
"Organic.or.persistent.insomnia",0,0,0,0,327.41,"Organic or persistent insomnia"
"Orthopnea",0,0,1,1,513.32,"Orthopnea"
"Orthostatic.hypotension",2,4,3,9,458.1,"Orthostatic hypotension"
"Osteitis.deformans..Paget.s.disease.of.bone.",0,0,1,1,731.1,"Osteitis deformans [Paget's disease of bone]"
"Osteitis.deformans.and.osteopathies.associated.with.other.disorders.classified.elsewhere",0,2,1,3,731,"Osteitis deformans and osteopathies associated with other disorders classified elsewhere"
"Osteoarthritis..localized",1,2,2,5,740.1,"Osteoarthritis; localized"
"Osteoarthrosis",2,0,0,2,740,"Osteoarthrosis"
"Osteoarthrosis..generalized",4,4,4,12,740.2,"Osteoarthrosis, generalized"
"Osteoarthrosis..localized..primary",3,4,3,10,740.11,"Osteoarthrosis, localized, primary"
"Osteoarthrosis..localized..secondary",0,0,0,0,740.12,"Osteoarthrosis, localized, secondary"
"Osteoarthrosis.involving.more.than.one.site..but.not.specified.as.generalized",0,1,1,2,740.3,"Osteoarthrosis involving more than one site, but not specified as generalized"
"Osteoarthrosis.NOS",3,4,4,11,740.9,"Osteoarthrosis NOS"
"Osteochondritis.dissecans",0,0,0,0,732.7,"Osteochondritis dissecans"
"Osteochondropathies",0,0,0,0,732,"Osteochondropathies"
"Osteomyelitis..periostitis..and.other.infections.involving.bone",0,1,2,3,710,"Osteomyelitis, periostitis, and other infections involving bone"
"Osteopathy.resulting.from.poliomyelitis",0,0,0,0,710.3,"Osteopathy resulting from poliomyelitis"
"Osteopenia.or.other.disorder.of.bone.and.cartilage",3,3,4,10,743.9,"Osteopenia or other disorder of bone and cartilage"
"Osteoporosis",2,2,1,5,743.1,"Osteoporosis"
"Osteoporosis..osteopenia.and.pathological.fracture",0,0,0,0,743,"Osteoporosis, osteopenia and pathological fracture"
"Osteoporosis.NOS",4,4,4,12,743.11,"Osteoporosis NOS"
"Otalgia",0,2,2,4,382,"Otalgia"
"Other.abnormal.blood.chemistry",3,2,2,7,790.6,"Other abnormal blood chemistry"
"Other.abnormal.glucose",2,4,4,10,250.42,"Other abnormal glucose"
"Other.abnormality.of.urination",1,3,2,6,599.9,"Other abnormality of urination"
"Other.acquired.deformities.of.limbs",0,0,0,0,736,"Other acquired deformities of limbs"
"Other.acquired.musculoskeletal.deformity",0,2,0,2,738,"Other acquired musculoskeletal deformity"
"Other.acute.and.subacute.forms.of.ischemic.heart.disease",4,3,2,9,411.9,"Other acute and subacute forms of ischemic heart disease"
"Other.allied.disorders.of.spine",0,0,0,0,721.8,"Other allied disorders of spine"
"Other.alveolar.and.parietoalveolar.pneumonopathy",1,1,1,3,504,"Other alveolar and parietoalveolar pneumonopathy"
"Other.and.nonspecific.abnormal.cytological..histological.and.immunological.findings",0,0,0,0,795,"Other and nonspecific abnormal cytological, histological and immunological findings"
"Other.and.unspecified.coagulation.defects",4,3,2,9,286.7,"Other and unspecified coagulation defects"
"Other.and.unspecified.complications.of.birth..puerperium.affecting.management.of.mother",0,0,0,0,654,"Other and unspecified complications of birth; puerperium affecting management of mother"
"Other.and.unspecified.congenital.anomalies",0,0,0,0,759,"Other and unspecified congenital anomalies"
"Other.and.unspecified.disc.disorder",0,0,1,1,722.9,"Other and unspecified disc disorder"
"Other.and.unspecified.disorders.of.back",0,0,0,0,724,"Other and unspecified disorders of back"
"Other.and.unspecified.disorders.of.the.nervous.system",4,3,2,9,349,"Other and unspecified disorders of the nervous system"
"Other.anemias",4,4,3,11,285,"Other anemias"
"Other.aneurysm",2,1,0,3,442,"Other aneurysm"
"Other.arthropathies",0,0,0,0,716,"Other arthropathies"
"Other.benign.neoplasm.of.connective.and.other.soft.tissue",2,0,0,2,215,"Other benign neoplasm of connective and other soft tissue"
"Other.benign.neoplasm.of.uterus",0,0,0,0,218.2,"Other benign neoplasm of uterus"
"Other.biliary.tract.disease",0,0,0,0,575,"Other biliary tract disease"
"Other.cardiac.conduction.disorders",2,2,1,5,426.8,"Other cardiac conduction disorders"
"Other.cardiomyopathy",0,0,1,1,425.8,"Other cardiomyopathy"
"Other.cells.and.casts.in.urine",0,0,0,0,598.4,"Other cells and casts in urine"
"Other.cerebral.degenerations",2,3,0,5,331,"Other cerebral degenerations"
"Other.chronic.ischemic.heart.disease..unspecified",4,4,4,12,411.8,"Other chronic ischemic heart disease, unspecified"
"Other.chronic.nonalcoholic.liver.disease",4,4,3,11,571.5,"Other chronic nonalcoholic liver disease"
"Other.CNS.infection.and.poliomyelitis",1,0,0,1,324,"Other CNS infection and poliomyelitis"
"Other.complications.of.pregnancy.NEC",0,0,0,0,646,"Other complications of pregnancy NEC"
"Other.complications.of.the.puerperium.NEC",0,0,0,0,674,"Other complications of the puerperium NEC"
"Other.conditions.of.brain",1,0,0,1,348,"Other conditions of brain"
"Other.conditions.of.brain..NOS",4,3,4,11,348.9,"Other conditions of brain, NOS"
"Other.conditions.or.status.of.the.mother.complicating.pregnancy..childbirth..or.the.puerperium",0,0,2,2,649,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"
"Other.congenital.anomalies.of.lower.limb..including.pelvic.girdle",0,0,0,0,755.6,"Other congenital anomalies of lower limb, including pelvic girdle"
"Other.congenital.musculoskeletal.anomalies",0,0,0,0,756,"Other congenital musculoskeletal anomalies"
"Other.deficiencies.of.circulating.enzymes",0,0,0,0,277.6,"Other deficiencies of circulating enzymes"
"Other.deficiency.anemia",0,0,0,0,281,"Other deficiency anemia"
"Other.degenerative.diseases.of.the.basal.ganglia",4,4,1,9,333.8,"Other degenerative diseases of the basal ganglia"
"Other.demyelinating.diseases.of.central.nervous.system",0,0,0,0,341,"Other demyelinating diseases of central nervous system"
"Other.derangement.of.joint",2,0,2,4,742.9,"Other derangement of joint"
"Other.diseases.of.blood.and.blood.forming.organs",0,3,0,3,289,"Other diseases of blood and blood-forming organs"
"Other.diseases.of.lung",4,3,4,11,510,"Other diseases of lung"
"Other.diseases.of.respiratory.system..NEC",2,1,2,5,519.8,"Other diseases of respiratory system, NEC"
"Other.diseases.of.respiratory.system..not.elsewhere.classified",0,0,0,0,519,"Other diseases of respiratory system, not elsewhere classified"
"Other.diseases.of.the.teeth.and.supporting.structures",0,1,1,2,525,"Other diseases of the teeth and supporting structures"
"Other.disorders.of.arteries.and.arterioles",1,1,0,2,447,"Other disorders of arteries and arterioles"
"Other.disorders.of.biliary.tract",2,2,1,5,575.8,"Other disorders of biliary tract"
"Other.disorders.of.bladder",2,0,1,3,596,"Other disorders of bladder"
"Other.disorders.of.bone.and.cartilage",0,1,1,2,733,"Other disorders of bone and cartilage"
"Other.disorders.of.carbohydrate.transport.and.metabolism",0,0,0,0,271.9,"Other disorders of carbohydrate transport and metabolism"
"Other.disorders.of.cervical.region",0,0,0,0,723,"Other disorders of cervical region"
"Other.disorders.of.circulatory.system",0,1,0,1,459,"Other disorders of circulatory system"
"Other.disorders.of.ear",0,0,0,0,388,"Other disorders of ear"
"Other.disorders.of.eye",0,3,0,3,379,"Other disorders of eye"
"Other.disorders.of.eyelids",0,0,2,2,374,"Other disorders of eyelids"
"Other.disorders.of.gallbladder",1,1,1,3,575.7,"Other disorders of gallbladder"
"Other.disorders.of.intestine",4,4,4,12,569,"Other disorders of intestine"
"Other.disorders.of.lipoid.metabolism",0,0,0,0,277.5,"Other disorders of lipoid metabolism"
"Other.disorders.of.liver",2,2,0,4,573,"Other disorders of liver"
"Other.disorders.of.male.genital.organs",2,0,1,3,608,"Other disorders of male genital organs"
"Other.disorders.of.metabolism",4,4,4,12,277,"Other disorders of metabolism"
"Other.disorders.of.middle.ear.and.mastoid",0,0,1,1,385,"Other disorders of middle ear and mastoid"
"Other.disorders.of.neurohypophysis",4,1,1,6,253.7,"Other disorders of neurohypophysis"
"Other.disorders.of.pancreatic.internal.secretion",0,0,1,1,251,"Other disorders of pancreatic internal secretion"
"Other.disorders.of.peritoneum",2,1,0,3,568,"Other disorders of peritoneum"
"Other.disorders.of.prostate",1,1,1,3,602,"Other disorders of prostate"
"Other.disorders.of.purine.and.pyrimidine.metabolism",0,0,0,0,277.2,"Other disorders of purine and pyrimidine metabolism"
"Other.disorders.of.soft.tissues",0,1,1,2,729,"Other disorders of soft tissues"
"Other.disorders.of.stomach.and.duodenum",3,2,1,6,537,"Other disorders of stomach and duodenum"
"Other.disorders.of.synovium..tendon..and.bursa",0,0,0,0,727,"Other disorders of synovium, tendon, and bursa"
"Other.disorders.of.testis",2,0,2,4,603,"Other disorders of testis"
"Other.disorders.of.the.breast.associated.with.childbirth.and.disorders.of.lactation",0,0,0,0,676,"Other disorders of the breast associated with childbirth and disorders of lactation"
"Other.disorders.of.the.kidney.and.ureters",4,4,2,10,586,"Other disorders of the kidney and ureters"
"Other.disorders.of.thyroid",3,3,3,9,246,"Other disorders of thyroid"
"Other.disorders.of.tympanic.membrane",0,0,0,0,384,"Other disorders of tympanic membrane"
"Other.disorders.of.urethra.and.urinary.tract",2,1,0,3,597,"Other disorders of urethra and urinary tract"
"Other.dyschromia",1,0,3,4,694.2,"Other dyschromia"
"Other.dyspnea",4,4,3,11,512.9,"Other dyspnea"
"Other.endocrine.disorders",0,0,0,0,259,"Other endocrine disorders"
"Other.forms.of.chronic.heart.disease",2,4,2,8,414,"Other forms of chronic heart disease"
"Other.headache.syndromes",4,4,4,12,339,"Other headache syndromes"
"Other.heart.block",0,0,0,0,426.25,"Other heart block"
"Other.hemoglobinopathies",0,0,0,0,282.8,"Other hemoglobinopathies"
"Other.hereditary.hemolytic.anemias",0,0,0,0,282.9,"Other hereditary hemolytic anemias"
"Other.hypertensive.complications",3,1,0,4,401.3,"Other hypertensive complications"
"Other.hypertrophic.and.atrophic.conditions.of.skin",0,0,0,0,701,"Other hypertrophic and atrophic conditions of skin"
"Other.hypertrophic.cardiomyopathy",1,0,1,2,425.12,"Other hypertrophic cardiomyopathy"
"Other.ill.defined.and.unknown.causes.of.morbidity.and.mortality",1,2,4,7,1019,"Other ill-defined and unknown causes of morbidity and mortality"
"Other.immunological.findings",0,0,2,2,279.7,"Other immunological findings"
"Other.infectious.and.parasitic.diseases",0,0,0,0,136,"Other infectious and parasitic diseases"
"Other.inflammatory.disorders.of.male.genital.organs",1,0,0,1,601.8,"Other inflammatory disorders of male genital organs"
"Other.inflammatory.spondylopathies",0,0,0,0,715,"Other inflammatory spondylopathies"
"Other.intestinal.obstruction",2,3,4,9,560.4,"Other intestinal obstruction"
"Other.local.infections.of.skin.and.subcutaneous.tissue",3,4,3,10,686,"Other local infections of skin and subcutaneous tissue"
"Other.mental.disorder",0,0,0,0,306,"Other mental disorder"
"Other.non.epithelial.cancer.of.skin",1,0,3,4,172.2,"Other non-epithelial cancer of skin"
"Other.nondiabetic.retinopathy",1,2,2,5,362.3,"Other nondiabetic retinopathy"
"Other.nonmalignant.breast.conditions",0,0,0,0,613,"Other nonmalignant breast conditions"
"Other.nonspecific.findings.on.examination.of.urine",2,1,3,6,598.9,"Other nonspecific findings on examination of urine"
"Other.nutritional.deficiency",4,3,3,10,263,"Other nutritional deficiency"
"Other.open.wound.of.head.and.face",3,2,3,8,870.3,"Other open wound of head and face"
"Other.paralytic.syndromes",1,0,1,2,344,"Other paralytic syndromes"
"Other.perinatal.conditions.of.fetus.or.newborn",0,0,0,0,656,"Other perinatal conditions of fetus or newborn"
"Other.peripheral.nerve.disorders",2,3,4,9,351,"Other peripheral nerve disorders"
