feature,num_methods_outof3_feature_important_AD,num_methods_outof3_feature_important_PD,num_methods_outof3_feature_important_Dementia,num_methods_outof9_finding_feature_important,PheCode,Phenotype
Abnormal.findings.on.exam.of.gastrointestinal.tract..abdominal.area,3,3,2,8,564.8,Abnormal findings on exam of gastrointestinal tract/ abdominal area
Anal.and.rectal.conditions,0,2,1,3,565,Anal and rectal conditions
Anal.and.rectal.polyp,3,0,0,3,565.1,Anal and rectal polyp
Peritonitis.and.retroperitoneal.infections,1,1,0,2,567,Peritonitis and retroperitoneal infections
Other.disorders.of.peritoneum,1,1,0,2,568,Other disorders of peritoneum
Peritoneal.adhesions..postoperative...postinfection.,0,1,0,1,568.1,Peritoneal adhesions (postoperative) (postinfection)
Other.disorders.of.intestine,3,3,3,9,569,Other disorders of intestine
Toxic.gastroenteritis.and.colitis,3,0,2,5,569.1,Toxic gastroenteritis and colitis
Gastrointestinal.complications,0,0,0,0,569.2,Gastrointestinal complications
Chronic.liver.disease.and.cirrhosis,0,0,0,0,571,Chronic liver disease and cirrhosis
Other.chronic.nonalcoholic.liver.disease,3,3,3,9,571.5,Other chronic nonalcoholic liver disease
Cirrhosis.of.liver.without.mention.of.alcohol,1,2,1,4,571.51,Cirrhosis of liver without mention of alcohol
Primary.biliary.cirrhosis,0,0,0,0,571.6,Primary biliary cirrhosis
Liver.abscess.and.sequelae.of.chronic.liver.disease,1,1,1,3,571.8,Liver abscess and sequelae of chronic liver disease
Portal.hypertension,3,1,0,4,571.81,Portal hypertension
Ascites..non.malignant.,1,1,1,3,572,Ascites (non malignant)
Other.disorders.of.liver,1,1,0,2,573,Other disorders of liver
Chronic.passive.congestion.of.liver,0,1,0,1,573.1,Chronic passive congestion of liver
Liver.replaced.by.transplant,1,2,0,3,573.2,Liver replaced by transplant
Hepatomegaly,1,1,1,3,573.3,Hepatomegaly
Acute.and.subacute.necrosis.of.liver,0,3,1,4,573.4,Acute and subacute necrosis of liver
Jaundice..not.of.newborn.,1,1,0,2,573.5,Jaundice (not of newborn)
Abnormal.results.of.function.study.of.liver,2,3,3,8,573.7,Abnormal results of function study of liver
Cholelithiasis.and.cholecystitis,0,0,0,0,574,Cholelithiasis and cholecystitis
Cholelithiasis,0,3,1,4,574.1,Cholelithiasis
Cholelithiasis.with.acute.cholecystitis,0,0,1,1,574.11,Cholelithiasis with acute cholecystitis
Cholelithiasis.with.other.cholecystitis,0,0,1,1,574.12,Cholelithiasis with other cholecystitis
Calculus.of.bile.duct,0,0,1,1,574.2,Calculus of bile duct
Cholecystitis.without.cholelithiasis,0,2,0,2,574.3,Cholecystitis without cholelithiasis
Other.biliary.tract.disease,0,0,0,0,575,Other biliary tract disease
Cholangitis,0,0,0,0,575.1,Cholangitis
Obstruction.of.bile.duct,0,1,0,1,575.2,Obstruction of bile duct
Cholesterolosis.of.gallbladder,0,0,0,0,575.6,Cholesterolosis of gallbladder
Other.disorders.of.gallbladder,1,1,1,3,575.7,Other disorders of gallbladder
Other.disorders.of.biliary.tract,1,1,1,3,575.8,Other disorders of biliary tract
Nonspecific.abnormal.findings.on.radiological.and.other.examination.of.biliary.tract,0,1,2,3,575.9,Nonspecific abnormal findings on radiological and other examination of biliary tract
Diseases.of.pancreas,1,1,0,2,577,Diseases of pancreas
Acute.pancreatitis,0,1,1,2,577.1,Acute pancreatitis
Chronic.pancreatitis,0,1,0,1,577.2,Chronic pancreatitis
Cyst.and.pseudocyst.of.pancreas,2,0,2,4,577.3,Cyst and pseudocyst of pancreas
Gastrointestinal.hemorrhage,0,0,0,0,578,Gastrointestinal hemorrhage
Hematemesis,0,1,1,2,578.1,Hematemesis
Blood.in.stool,2,3,3,8,578.2,Blood in stool
Hemorrhage.of.rectum.and.anus,0,3,1,4,578.8,Hemorrhage of rectum and anus
Hemorrhage.of.gastrointestinal.tract,3,3,3,9,578.9,Hemorrhage of gastrointestinal tract
Other.symptoms.involving.abdomen.and.pelvis,2,1,3,6,579,Other symptoms involving abdomen and pelvis
Splenomegaly,1,1,1,3,579.2,Splenomegaly
Nonspecific.abnormal.findings.in.stool.contents,0,1,0,1,579.8,Nonspecific abnormal findings in stool contents
Nephritis..nephrosis..renal.sclerosis,0,0,0,0,580,Nephritis; nephrosis; renal sclerosis
Glomerulonephritis,0,0,0,0,580.1,Glomerulonephritis
Proliferative.glomerulonephritis,0,0,0,0,580.11,Proliferative glomerulonephritis
Non.proliferative.glomerulonephritis,1,0,0,1,580.12,Non-proliferative glomerulonephritis
Acute.glomerulonephritis..NOS,0,0,0,0,580.13,"Acute glomerulonephritis, NOS"
Chronic.glomerulonephritis..NOS,0,0,0,0,580.14,"Chronic glomerulonephritis, NOS"
Nephrotic.syndrome.without.mention.of.glomerulonephritis,0,0,0,0,580.2,Nephrotic syndrome without mention of glomerulonephritis
Nephritis.and.nephropathy.without.mention.of.glomerulonephritis,0,0,0,0,580.3,Nephritis and nephropathy without mention of glomerulonephritis
Nephritis.and.nephropathy.in.diseases.classified.elsewhere,1,1,3,5,580.31,Nephritis and nephropathy in diseases classified elsewhere
Nephritis.and.nephropathy.with.pathological.lesion,0,0,0,0,580.32,Nephritis and nephropathy with pathological lesion
Renal.sclerosis..NOS,0,1,1,2,580.4,"Renal sclerosis, NOS"
Renal.failure,0,0,0,0,585,Renal failure
Acute.renal.failure,3,3,2,8,585.1,Acute renal failure
Renal.failure.NOS,3,1,1,5,585.2,Renal failure NOS
Chronic.renal.failure..CKD.,3,3,2,8,585.3,Chronic renal failure [CKD]
Renal.dialysis,1,1,1,3,585.31,Renal dialysis
End.stage.renal.disease,3,2,3,8,585.32,End stage renal disease
Chronic.Kidney.Disease..Stage.III,2,3,3,8,585.33,"Chronic Kidney Disease, Stage III"
Chronic.Kidney.Disease..Stage.IV,3,1,3,7,585.34,"Chronic Kidney Disease, Stage IV"
Chronic.kidney.disease..Stage.I.or.II,0,1,1,2,585.4,"Chronic kidney disease, Stage I or II"
Other.disorders.of.the.kidney.and.ureters,3,3,1,7,586,Other disorders of the kidney and ureters
Anatomical.abnormatilies.of.kidney.and.ureters,0,0,0,0,586.1,Anatomical abnormatilies of kidney and ureters
Small.kidney,0,0,0,0,586.11,Small kidney
Vesicoureteral.reflux,0,0,0,0,586.12,Vesicoureteral reflux
Cyst.of.kidney..acquired,3,3,1,7,586.2,"Cyst of kidney, acquired"
Vascular.disorders.of.kidney.hypertrophy,0,0,0,0,586.3,Vascular disorders of kidney/hypertrophy
Stricture.obstruction.of.ureter,1,0,2,3,586.4,Stricture/obstruction of ureter
Kidney.replaced.by.transpant,1,0,0,1,587,Kidney replaced by transpant
Disorders.resulting.from.impaired.renal.function,0,0,2,2,588,Disorders resulting from impaired renal function
Renal.osteodystrophy,2,1,0,3,588.1,Renal osteodystrophy
Secondary.hyperparathyroidism..of.renal.origin.,0,0,1,1,588.2,Secondary hyperparathyroidism (of renal origin)
Abnormal.results.of.function.study.of.kidney,0,3,0,3,589,Abnormal results of function study of kidney
Pyelonephritis,0,1,0,1,590,Pyelonephritis
Urinary.tract.infection,2,3,3,8,591,Urinary tract infection
Cystitis.and.urethritis,0,0,0,0,592,Cystitis and urethritis
Cystitis,0,0,1,1,592.1,Cystitis
Acute.cystitis,0,0,0,0,592.11,Acute cystitis
Chronic.cystitis,0,0,0,0,592.12,Chronic cystitis
Chronic.interstitial.cystitis,0,0,0,0,592.13,Chronic interstitial cystitis
Urethritis.and.urethral.syndrome,0,0,0,0,592.2,Urethritis and urethral syndrome
Urethral.syndrome,0,0,0,0,592.21,Urethral syndrome
Urethral.stricture.due.to.infecton,2,1,0,3,592.3,Urethral stricture due to infecton
Hematuria,0,0,2,2,593,Hematuria
Gross.hematuria,0,0,1,1,593.1,Gross hematuria
Microscopic.hematuria,0,0,0,0,593.2,Microscopic hematuria
Urinary.calculus,0,0,0,0,594,Urinary calculus
Calculus.of.kidney,1,2,2,5,594.1,Calculus of kidney
Calculus.of.lower.urinary.tract,0,0,0,0,594.2,Calculus of lower urinary tract
Calculus.of.ureter,0,0,0,0,594.3,Calculus of ureter
Renal.colic,0,0,2,2,594.8,Renal colic
Hydronephrosis,0,1,0,1,595,Hydronephrosis
Other.disorders.of.bladder,1,0,0,1,596,Other disorders of bladder
Bladder.neck.obstruction,0,0,0,0,596.1,Bladder neck obstruction
Functional.disorders.of.bladder,3,3,2,8,596.5,Functional disorders of bladder
Other.disorders.of.urethra.and.urinary.tract,2,1,0,3,597,Other disorders of urethra and urinary tract
Urethral.stricture..not.specified.as.infectious.,0,0,0,0,597.1,Urethral stricture (not specified as infectious)
Urinary.complications.NEC,0,0,1,1,597.2,Urinary complications NEC
Urethral.hypermobility.ISD,2,1,2,5,597.8,Urethral hypermobility/ISD
Abnormal.findings.on.examination.of.urine,0,0,0,0,598,Abnormal findings on examination of urine
Other.cells.and.casts.in.urine,0,0,0,0,598.4,Other cells and casts in urine
Other.nonspecific.findings.on.examination.of.urine,2,1,3,6,598.9,Other nonspecific findings on examination of urine
Other.symptoms.disorders.or.the.urinary.system,0,2,0,2,599,Other symptoms/disorders or the urinary system
Urinary.obstruction,0,1,1,2,599.1,Urinary obstruction
Retention.of.urine,2,0,3,5,599.2,Retention of urine
Dysuria,2,3,0,5,599.3,Dysuria
Urinary.incontinence,3,3,3,9,599.4,Urinary incontinence
Frequency.of.urination.and.polyuria,3,2,3,8,599.5,Frequency of urination and polyuria
Oliguria.and.anuria,0,1,0,1,599.6,Oliguria and anuria
Urethral.discharge,0,0,0,0,599.7,Urethral discharge
Other.symptoms.involving.urinary.system,0,2,3,5,599.8,Other symptoms involving urinary system
Other.abnormality.of.urination,0,2,1,3,599.9,Other abnormality of urination
Hyperplasia.of.prostate,3,3,3,9,600,Hyperplasia of prostate
Prostatitis,1,1,2,4,601.1,Prostatitis
Acute.prostatitis,0,0,0,0,601.11,Acute prostatitis
Chronic.prostatitis,0,0,0,0,601.12,Chronic prostatitis
Orchitis.and.epididymitis,0,0,0,0,601.3,Orchitis and epididymitis
Balanoposthitis,0,0,0,0,601.4,Balanoposthitis
Other.inflammatory.disorders.of.male.genital.organs,1,0,0,1,601.8,Other inflammatory disorders of male genital organs
Other.disorders.of.prostate,0,1,1,2,602,Other disorders of prostate
Dysplasia.of.prostate,0,1,0,1,602.3,Dysplasia of prostate
Other.disorders.of.testis,2,0,2,4,603,Other disorders of testis
Hydrocele,0,2,0,2,603.1,Hydrocele
Spermatocele,0,0,0,0,603.2,Spermatocele
Disorders.of.penis,0,0,1,1,604,Disorders of penis
Redundant.prepuce.and.phimosis.BXO,0,0,0,0,604.1,Redundant prepuce and phimosis/BXO
Vascular.disorders.of.penis,0,0,0,0,604.2,Vascular disorders of penis
Peyronie.s.disease,0,0,0,0,604.3,Peyronie's disease
Erectile.dysfunction..ED.,1,3,2,6,605,Erectile dysfunction [ED]
Other.disorders.of.male.genital.organs,2,0,1,3,608,Other disorders of male genital organs
Male.infertility.and.abnormal.spermatozoa,0,0,0,0,609,Male infertility and abnormal spermatozoa
Infertility..male,0,0,0,0,609.1,"Infertility, male"
Azoospermia.and.oligospermia,0,0,0,0,609.11,Azoospermia and oligospermia
Abnormal.spermatozoa,0,0,0,0,609.2,Abnormal spermatozoa
Cystic.mastopathy,0,0,0,0,610.1,Cystic mastopathy
Fibroadenosis.of.breast,0,0,0,0,610.2,Fibroadenosis of breast
Fibrosclerosis.of.breast,0,0,0,0,610.3,Fibrosclerosis of breast
Benign.neoplasm.of.breast,0,0,0,0,610.4,Benign neoplasm of breast
Other.specified.benign.mammary.dysplasias,0,0,0,0,610.8,Other specified benign mammary dysplasias
Abnormal.findings.on.mammogram.or.breast.exam,0,0,0,0,611,Abnormal findings on mammogram or breast exam
Abnormal.mammogram,0,1,0,1,611.1,Abnormal mammogram
Mammographic.microcalcification,0,0,0,0,611.11,Mammographic microcalcification
Lump.or.mass.in.breast,0,1,0,1,611.3,Lump or mass in breast
Breast.conditions..congenital.or.relating.to.hormones,0,0,0,0,612,"Breast conditions, congenital or relating to hormones"
Galactorrhea,0,0,0,0,612.1,Galactorrhea
Hypertrophy.of.breast..Gynecomastia.,0,0,0,0,612.2,Hypertrophy of breast (Gynecomastia)
Congenital.anomalies.of.breast,0,0,0,0,612.3,Congenital anomalies of breast
Other.nonmalignant.breast.conditions,0,0,0,0,613,Other nonmalignant breast conditions
Inflammatory.disease.of.breast,0,0,0,0,613.1,Inflammatory disease of breast
Mastodynia,0,1,0,1,613.5,Mastodynia
Other.signs.and.symptoms.in.breast,0,0,0,0,613.7,Other signs and symptoms in breast
Other.specified.disorders.of.breast,0,0,0,0,613.8,Other specified disorders of breast
Breast.disorder.NOS,0,0,0,0,613.9,Breast disorder NOS
Inflammatory.diseases.of.female.pelvic.organs,0,0,0,0,614,Inflammatory diseases of female pelvic organs
Pelvic.peritoneal.adhesions..female..postoperative...postinfection.,0,0,0,0,614.1,"Pelvic peritoneal adhesions, female (postoperative) (postinfection)"
Pelvic.inflammatory.disease..PID.,0,0,0,0,614.3,Pelvic inflammatory disease (PID)
Acute.inflammatory.pelvic.disease,0,0,0,0,614.31,Acute inflammatory pelvic disease
Chronic.inflammatory.pelvic.disease,0,0,0,0,614.32,Chronic inflammatory pelvic disease
Pelvic.inflammatory.disease..NOS,0,0,0,0,614.33,"Pelvic inflammatory disease, NOS"
Inflammatory.diseases.of.uterus..except.cervix,0,0,0,0,614.4,"Inflammatory diseases of uterus, except cervix"
Inflammatory.disease.of.cervix..vagina..and.vulva,1,0,1,2,614.5,"Inflammatory disease of cervix, vagina, and vulva"
Cervicitis.and.endocervicitis,0,0,0,0,614.51,Cervicitis and endocervicitis
Vaginitis.and.vulvovaginitis,0,1,0,1,614.52,Vaginitis and vulvovaginitis
Cyst.or.abscess.of.Bartholin.s.gland,0,0,0,0,614.53,Cyst or abscess of Bartholin's gland
Abscess.or.ulceration.of.vulva,0,2,0,2,614.54,Abscess or ulceration of vulva
Endometriosis,0,0,0,0,615,Endometriosis
Disorders.secondary.to.childbirth..surgery..trauma,0,0,0,0,617,"Disorders secondary to childbirth, surgery, trauma"
Genital.prolapse,0,3,1,4,618,Genital prolapse
Prolapse.of.vaginal.walls,0,1,0,1,618.1,Prolapse of vaginal walls
Uterine.Uterovaginal.prolapse,2,1,0,3,618.2,Uterine/Uterovaginal prolapse
Prolapse.of.vaginal.vault.after.hysterectomy,0,0,0,0,618.5,Prolapse of vaginal vault after hysterectomy
Vaginal.enterocele..congenital.or.acquired,0,0,0,0,618.6,"Vaginal enterocele, congenital or acquired"
Noninflammatory.female.genital.disorders,0,0,0,0,619,Noninflammatory female genital disorders
Noninflammatory.disorders.of.ovary..fallopian.tube..and.broad.ligament,0,1,0,1,619.1,"Noninflammatory disorders of ovary, fallopian tube, and broad ligament"
Disorders.of.uterus..NEC,0,0,0,0,619.2,"Disorders of uterus, NEC"
Noninflammatory.disorders.of.cervix,0,0,0,0,619.3,Noninflammatory disorders of cervix
Noninflammatory.disorders.of.vagina,1,1,0,2,619.4,Noninflammatory disorders of vagina
Noninflammatory.disorders.of.vulva.and.perineum,0,0,0,0,619.5,Noninflammatory disorders of vulva and perineum
Dysplasia.of.female.genital.organs,0,0,0,0,620,Dysplasia of female genital organs
Endometrial.hyperplasia,0,0,0,0,621,Endometrial hyperplasia
Polyp.of.female.genital.organs,0,0,0,0,622,Polyp of female genital organs
Polyp.of.corpus.uteri,0,0,0,0,622.1,Polyp of corpus uteri
Mucous.polyp.of.cervix,0,0,0,0,622.2,Mucous polyp of cervix
Hypertrophy.of.female.genital.organs,0,0,0,0,623,Hypertrophy of female genital organs
Symptoms.involving.female.genital.tract,0,0,0,0,624,Symptoms involving female genital tract
Dystrophy.of.female.genital.tract,0,0,0,0,624.1,Dystrophy of female genital tract
Atrophy.of.female.genital.tract,0,0,0,0,624.2,Atrophy of female genital tract
stress.incontinence..female,2,0,2,4,624.9,"stress incontinence, female"
Pain.and.other.symptoms.associated.with.female.genital.organs,0,1,1,2,625,Pain and other symptoms associated with female genital organs
Dyspareunia,0,0,0,0,625.1,Dyspareunia
Disorders.of.menstruation.and.other.abnormal.bleeding.from.female.genital.tract,0,0,1,1,626,Disorders of menstruation and other abnormal bleeding from female genital tract
Irregular.menstrual.cycle.bleeding,0,0,0,0,626.1,Irregular menstrual cycle/bleeding
Absent.or.infrequent.menstruation,0,0,0,0,626.11,Absent or infrequent menstruation
Excessive.or.frequent.menstruation,0,0,0,0,626.12,Excessive or frequent menstruation
Irregular.menstrual.cycle,0,0,0,0,626.13,Irregular menstrual cycle
Irregular.menstrual.bleeding,0,0,0,0,626.14,Irregular menstrual bleeding
Infertility..female..associated.with.anovulation,0,0,0,0,626.15,"Infertility, female, associated with anovulation"
Dysmenorrhea,0,0,0,0,626.2,Dysmenorrhea
Premenstrual.tension.syndromes,0,0,0,0,626.4,Premenstrual tension syndromes
Infertility..female,0,0,0,0,626.8,"Infertility, female"
Menopausal.and.postmenopausal.disorders,0,0,0,0,627,Menopausal and postmenopausal disorders
Postmenopausal.bleeding,0,1,0,1,627.1,Postmenopausal bleeding
Symptomatic.menopause,2,1,2,5,627.2,Symptomatic menopause
Symptomatic.artificial.menopause,0,0,0,0,627.21,Symptomatic artificial menopause
Postmenopausal.atrophic.vaginitis,1,1,2,4,627.3,Postmenopausal atrophic vaginitis
Premenopausal.menorrhagia,0,0,0,0,627.4,Premenopausal menorrhagia
Premature.menopause.and.other.ovarian.failure,1,1,0,2,627.5,Premature menopause and other ovarian failure
Ovarian.cyst,0,0,0,0,628,Ovarian cyst
Miscarriage..stillbirth,0,0,0,0,634,Miscarriage; stillbirth
Missed.abortion.Hydatidiform.mole,0,0,0,0,634.1,Missed abortion/Hydatidiform mole
Ectopic.pregnancy,0,0,0,0,634.3,Ectopic pregnancy
Antepartum.hemorrhage..abruptio.placentae..and.placenta.previa,0,0,0,0,635.2,"Antepartum hemorrhage, abruptio placentae, and placenta previa"
Placenta.previa.and.abruptio.placenta,1,0,0,1,635.3,Placenta previa and abruptio placenta
Early.or.threatened.labor..hemorrhage.in.early.pregnancy,0,0,0,0,636,Early or threatened labor; hemorrhage in early pregnancy
Threatened.premature.labor,0,0,0,0,636.1,Threatened premature labor
Early.onset.of.delivery,0,0,0,0,636.2,Early onset of delivery
Hemorrhage.in.early.pregnancy,0,0,0,0,636.3,Hemorrhage in early pregnancy
Cervical.incompetence,0,0,0,0,636.8,Cervical incompetence
Complications.following.abortion.or.ectopic.and.molar.pregnancies,0,0,0,0,639,Complications following abortion or ectopic and molar pregnancies
Hypertension.complicating.pregnancy..childbirth..and.the.puerperium,0,0,0,0,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
Preeclampsia.and.eclampsia,0,0,0,0,642.1,Preeclampsia and eclampsia
Hyperemesis.gravidarum,0,0,0,0,643.1,Hyperemesis gravidarum
Anemia.during.pregnancy,2,1,0,3,644,Anemia during pregnancy
Late.pregnancy.and.failed.induction,2,1,1,4,645,Late pregnancy and failed induction
Other.complications.of.pregnancy.NEC,0,0,0,0,646,Other complications of pregnancy NEC
Infectious.and.parasitic.complications.affecting.pregnancy,1,2,0,3,647,Infectious and parasitic complications affecting pregnancy
Infections.of.genitourinary.tract.during.pregnancy,0,0,0,0,647.1,Infections of genitourinary tract during pregnancy
Major.puerperal.infection,0,0,0,0,647.3,Major puerperal infection
Other.conditions.or.status.of.the.mother.complicating.pregnancy..childbirth..or.the.puerperium,0,0,2,2,649,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"
Diabetes.or.abnormal.glucose.tolerance.complicating.pregnancy,0,0,0,0,649.1,Diabetes or abnormal glucose tolerance complicating pregnancy
Normal.delivery,2,0,0,2,650,Normal delivery
Multiple.gestation,0,0,0,0,651,Multiple gestation
Malposition.and.malpresentation.of.fetus.or.obstruction,0,0,0,0,652,Malposition and malpresentation of fetus or obstruction
Problems.associated.with.amniotic.cavity.and.membranes,0,0,0,0,653,Problems associated with amniotic cavity and membranes
Other.and.unspecified.complications.of.birth..puerperium.affecting.management.of.mother,0,0,0,0,654,Other and unspecified complications of birth; puerperium affecting management of mother
Abnormality.of.organs.and.soft.tissues.of.pelvis.complicating.pregnancy..childbirth..or.the.puerperium,0,0,2,2,654.1,"Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium"
Rhesus.isoimmunization.in.pregnancy,0,0,0,0,654.2,Rhesus isoimmunization in pregnancy
Known.or.suspected.fetal.abnormality.affecting.management.of.mother,0,0,0,0,655,Known or suspected fetal abnormality affecting management of mother
Abnormality.in.fetal.heart.rate.or.rhythm,0,0,0,0,655.1,Abnormality in fetal heart rate or rhythm
Other.perinatal.conditions.of.fetus.or.newborn,0,0,0,0,656,Other perinatal conditions of fetus or newborn
Maternal.complication.of.pregnancy.affecting.fetus.or.newborn,0,0,0,0,658,Maternal complication of pregnancy affecting fetus or newborn
Fetal.distress.and.abnormal.forces.of.labor,0,0,0,0,661,Fetal distress and abnormal forces of labor
Umbilical.cord.complications.during.labor.and.delivery,0,0,0,0,663,Umbilical cord complications during labor and delivery
Obstetrical.birth.trauma,0,0,0,0,665,Obstetrical/birth trauma
Complications.of.labor.and.delivery.NEC,0,0,0,0,669,Complications of labor and delivery NEC
Venous.cerebrovascular.complications.embolism.in.pregnancy.and.the.puerperium,0,0,0,0,671,Venous/cerebrovascular complications embolism in pregnancy and the puerperium
Other.complications.of.the.puerperium.NEC,0,0,0,0,674,Other complications of the puerperium NEC
Other.disorders.of.the.breast.associated.with.childbirth.and.disorders.of.lactation,0,0,0,0,676,Other disorders of the breast associated with childbirth and disorders of lactation
Superficial.cellulitis.and.abscess,2,1,3,6,681,Superficial cellulitis and abscess
Cellulitis.and.abscess.of.fingers.toes,0,1,1,2,681.1,Cellulitis and abscess of fingers/toes
Cellulitis.and.abscess.of.face.neck,0,1,1,2,681.2,Cellulitis and abscess of face/neck
Cellulitis.and.abscess.of.arm.hand,0,1,1,2,681.3,Cellulitis and abscess of arm/hand
Cellulitis.and.abscess.of.leg..except.foot,2,1,3,6,681.5,"Cellulitis and abscess of leg, except foot"
Cellulitis.and.abscess.of.foot..toe,0,1,1,2,681.6,"Cellulitis and abscess of foot, toe"
Cellulitis.and.abscess.of.trunk,1,1,1,3,681.7,Cellulitis and abscess of trunk
Other.local.infections.of.skin.and.subcutaneous.tissue,2,3,2,7,686,Other local infections of skin and subcutaneous tissue
Carbuncle.and.furuncle,0,0,1,1,686.1,Carbuncle and furuncle
Impetigo,0,0,0,0,686.2,Impetigo
Pilonidal.cyst,0,0,0,0,686.3,Pilonidal cyst
Pyogenic.granuloma,0,0,0,0,686.4,Pyogenic granuloma
Pyoderma,0,0,0,0,686.5,Pyoderma
Symptoms.affecting.skin,0,2,1,3,687,Symptoms affecting skin
Rash.and.other.nonspecific.skin.eruption,0,3,2,5,687.1,Rash and other nonspecific skin eruption
Localized.superficial.swelling..mass..or.lump,0,1,0,1,687.2,"Localized superficial swelling, mass, or lump"
Changes.in.skin.texture,0,0,0,0,687.3,Changes in skin texture
Disturbance.of.skin.sensation,3,3,3,9,687.4,Disturbance of skin sensation
Disorder.of.skin.and.subcutaneous.tissue.NOS,0,3,2,5,689,Disorder of skin and subcutaneous tissue NOS
Erythematosquamous.dermatosis,0,0,0,0,690,Erythematosquamous dermatosis
Seborrheic.dermatitis,0,3,1,4,690.1,Seborrheic dermatitis
Congenital.anomalies.of.skin,2,0,0,2,691,Congenital anomalies of skin
Ichthyosis.congenita,0,0,0,0,691.1,Ichthyosis congenita
Congenital.pigmentary.anomalies.of.skin,0,0,0,0,691.3,Congenital pigmentary anomalies of skin
Dyschromia.and.Vitiligo,0,0,0,0,694,Dyschromia and Vitiligo
Vitiligo,0,0,0,0,694.1,Vitiligo
Other.dyschromia,0,0,2,2,694.2,Other dyschromia
Vascular.disorders.of.skin,0,0,0,0,694.3,Vascular disorders of skin
Erythematous.conditions,0,0,0,0,695,Erythematous conditions
Toxic.erythema,0,0,0,0,695.1,Toxic erythema
Bullous.dermatoses,0,0,0,0,695.2,Bullous dermatoses
Dermatitis.herpetiformis,0,0,0,0,695.21,Dermatitis herpetiformis
Pemphigus.and.pemphigoid,0,0,0,0,695.22,Pemphigus and pemphigoid
Rosacea,0,0,0,0,695.3,Rosacea
Lupus..localized.and.systemic.,0,0,0,0,695.4,Lupus (localized and systemic)
Cutaneous.lupus.erythematosus,0,0,0,0,695.41,Cutaneous lupus erythematosus
Systemic.lupus.erythematosus,2,1,0,3,695.42,Systemic lupus erythematosus
Prurigo.and.Lichen,0,1,0,1,695.7,Prurigo and Lichen
Other.specified.erythematous.conditions,0,0,0,0,695.8,Other specified erythematous conditions
Erythema.nodosum,0,0,0,0,695.81,Erythema nodosum
Unspecified.erythematous.condition,1,2,3,6,695.9,Unspecified erythematous condition
Psoriasis.and.related.disorders,0,0,0,0,696,Psoriasis and related disorders
Parapsoriasis,0,0,0,0,696.2,Parapsoriasis
Pityriasis,0,0,0,0,696.3,Pityriasis
Psoriasis,0,0,1,1,696.4,Psoriasis
Psoriasis.vulgaris,0,0,0,0,696.41,Psoriasis vulgaris
Psoriatic.arthropathy,0,1,0,1,696.42,Psoriatic arthropathy
Sarcoidosis,0,0,0,0,697,Sarcoidosis
Pruritus.and.related.conditions,2,3,1,6,698,Pruritus and related conditions
Corns.and.callosities,0,1,0,1,700,Corns and callosities
Other.hypertrophic.and.atrophic.conditions.of.skin,0,0,0,0,701,Other hypertrophic and atrophic conditions of skin
Keratoderma..acquired,0,0,1,1,701.1,"Keratoderma, acquired"
Scar.conditions.and.fibrosis.of.skin,0,0,1,1,701.2,Scar conditions and fibrosis of skin
Circumscribed.scleroderma,0,0,0,0,701.3,Circumscribed scleroderma
Keloid.scar,0,0,0,0,701.4,Keloid scar
Abnormal.granulation.tissue,0,0,0,0,701.5,Abnormal granulation tissue
Acquired.acanthosis.nigricans,0,0,0,0,701.6,Acquired acanthosis nigricans
Degenerative.skin.conditions.and.other.dermatoses,2,0,0,2,702,Degenerative skin conditions and other dermatoses
Actinic.keratosis,2,1,3,6,702.1,Actinic keratosis
Seborrheic.keratosis,0,1,1,2,702.2,Seborrheic keratosis
Degenerative.skin.disorders,0,0,0,0,702.4,Degenerative skin disorders
Diseases.of.nail..NOS,2,1,0,3,703,"Diseases of nail, NOS"
Ingrowing.nail,0,1,0,1,703.1,Ingrowing nail
Diseases.of.hair.and.hair.follicles,0,0,1,1,704,Diseases of hair and hair follicles
Alopecia,0,1,0,1,704.1,Alopecia
Alopecia.Areata,0,0,0,0,704.11,Alopecia Areata
Telogen.effluvium,0,0,0,0,704.12,Telogen effluvium
Hirsutism,0,0,0,0,704.2,Hirsutism
Other.specified.diseases.of.hair.and.hair.follicles,0,0,0,0,704.8,Other specified diseases of hair and hair follicles
Disorders.of.sweat.glands,0,0,0,0,705,Disorders of sweat glands
Dyshidrosis,0,0,0,0,705.1,Dyshidrosis
Hidradenitis,0,0,0,0,705.3,Hidradenitis
Hyperhidrosis,0,1,1,2,705.8,Hyperhidrosis
Diseases.of.sebaceous.glands,0,0,0,0,706,Diseases of sebaceous glands
Acne,0,0,1,1,706.1,Acne
Sebaceous.cyst,1,0,0,1,706.2,Sebaceous cyst
Seborrhea,0,0,0,0,706.3,Seborrhea
Other.specified.diseases.of.sebaceous.glands,1,1,1,3,706.8,Other specified diseases of sebaceous glands
Chronic.ulcer.of.skin,0,0,0,0,707,Chronic ulcer of skin
Decubitus.ulcer,3,3,3,9,707.1,Decubitus ulcer
Chronic.ulcer.of.leg.or.foot,2,2,1,5,707.2,Chronic ulcer of leg or foot
Chronic.ulcer.of.unspecified.site,0,2,1,3,707.3,Chronic ulcer of unspecified site
Diffuse.diseases.of.connective.tissue,0,0,0,0,709,Diffuse diseases of connective tissue
